s,p,o,weight,model
ex:coin_8822,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_8823,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_8823,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_8824,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_8824,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_8825,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_8825,nmo:hasPortrait,ex:person_36,1.0,
ex:coin_8940,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_8940,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_8941,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_8941,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_9050,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9050,nmo:hasPortrait,ex:person_30,1.0,
ex:coin_9140,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9140,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_9141,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9141,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_9180,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9180,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_9241,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9241,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_9353,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9353,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_9354,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9354,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_9355,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9355,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_9734,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9734,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_9736,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9736,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_9737,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9737,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_9738,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9738,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_9753,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9753,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_9754,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9754,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_9777,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9777,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_9825,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_9825,nmo:hasPortrait,ex:person_30,1.0,
ex:coin_10190,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10190,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_10197,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10197,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_10419,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10419,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_10448,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10448,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_10501,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10501,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_10946,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10946,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_10954,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10954,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_10976,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10976,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_10984,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10984,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_10985,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10985,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_10988,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_10988,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_11016,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_11016,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_11493,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_11493,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_11505,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_11505,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_11595,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_11595,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_11616,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_11616,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_12114,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12114,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_12129,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12129,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_12130,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12130,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_12172,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12172,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_12270,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12270,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_12419,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12419,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_12421,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12421,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_12423,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12423,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_12477,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12477,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_12478,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12478,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_12504,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12504,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_12857,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12857,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_12859,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12859,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_12860,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12860,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_12898,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12898,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_12920,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_12920,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_13204,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13204,nmo:hasPortrait,ex:person_30,1.0,
ex:coin_13205,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13205,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_13239,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13239,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_13240,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13240,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_13456,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13456,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_13477,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13477,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_13511,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13511,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_13540,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13540,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13693,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13693,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_13700,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13700,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_13702,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13702,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_13892,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13892,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13922,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13922,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_13923,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13923,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_13925,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13925,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_13926,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13926,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_13927,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13927,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_13929,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13929,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_13934,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13934,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13935,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13935,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13936,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13936,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13937,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13937,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13938,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13938,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13940,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13940,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13951,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13951,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_13954,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13954,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_13963,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13963,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_13976,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_13976,nmo:hasPortrait,ex:person_39,1.0,
ex:coin_14004,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14004,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14043,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14043,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14049,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14049,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_14119,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14119,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14122,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14122,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14128,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14128,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14133,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14133,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_14134,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14134,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_14135,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14135,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_14138,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14138,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_14211,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14211,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_14230,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14230,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_14231,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14231,nmo:hasPortrait,ex:person_39,1.0,
ex:coin_14234,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14234,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_14242,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14242,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_14354,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14354,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_14496,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14496,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14497,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14497,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14500,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14500,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14501,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14501,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14504,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14504,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14505,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14505,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14506,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14506,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14507,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14507,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14508,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14508,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14509,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14509,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14511,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14511,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14512,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14512,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14513,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14513,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14514,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14514,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14515,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14515,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14516,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14516,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_14517,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14517,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_14518,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14518,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_14519,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14519,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_14520,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14520,nmo:hasPortrait,ex:person_36,1.0,
ex:coin_14521,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14521,nmo:hasPortrait,ex:person_36,1.0,
ex:coin_14522,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14522,nmo:hasPortrait,ex:person_36,1.0,
ex:coin_14636,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14636,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_14925,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14925,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_14929,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14929,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_14947,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14947,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_14958,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14958,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_14962,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14962,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_14963,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14963,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_14990,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_14990,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_15028,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15028,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_15029,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15029,nmo:hasPortrait,ex:person_36,1.0,
ex:coin_15030,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15030,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_15031,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15031,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_15032,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15032,nmo:hasPortrait,ex:person_43,1.0,
ex:coin_15033,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15033,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_15034,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15034,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_15136,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15136,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_15162,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15162,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_15163,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15163,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_15178,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15178,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_15180,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15180,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_15183,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15183,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_15186,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15186,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_15230,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15230,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_15231,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15231,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_15265,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15265,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_15266,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15266,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_15413,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15413,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_15416,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15416,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_15417,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15417,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_15418,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15418,nmo:hasPortrait,ex:person_36,1.0,
ex:coin_15500,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15500,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_15600,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15600,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_15601,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15601,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_15604,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15604,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_15619,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15619,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_15620,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15620,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_15639,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15639,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_15643,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15643,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_15657,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15657,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_15658,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15658,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_15815,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_15815,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_16134,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16134,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_16322,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16322,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16375,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16375,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_16438,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16438,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16449,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16449,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_16468,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16468,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_16470,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16470,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16608,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16608,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_16610,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16610,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_16753,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16753,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_16783,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16783,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16784,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16784,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16786,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16786,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_16790,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16790,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_16792,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16792,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16793,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16793,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16804,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16804,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16807,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16807,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_16810,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16810,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_16827,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16827,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16832,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16832,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_16838,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16838,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_16839,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16839,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_16841,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16841,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_16847,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16847,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_16849,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16849,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_16868,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16868,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_16869,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_16869,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17256,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17256,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17262,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17262,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_17267,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17267,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_17271,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17271,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_17281,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17281,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17295,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17295,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_17325,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17325,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17333,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17333,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17335,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17335,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17345,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17345,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_17361,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17361,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17364,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17364,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17388,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17388,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_17405,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17405,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17413,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17413,nmo:hasPortrait,ex:person_40,1.0,
ex:coin_17415,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17415,nmo:hasPortrait,ex:person_33,1.0,
ex:coin_17458,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17458,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_17476,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17476,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_17481,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17481,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_17514,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17514,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_17527,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17527,nmo:hasPortrait,ex:person_41,1.0,
ex:coin_17528,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17528,nmo:hasPortrait,ex:person_34,1.0,
ex:coin_17543,nmo:hasIssuer,ex:issuer_131,1.0,
ex:coin_17543,nmo:hasPortrait,ex:person_40,1.0,
